lead_id,timestamp,channel,variant,device,time_spent_sec,converted,lead_quality_score,ad_spend_cpc
LD-37091,2026-06-19 00:25:50.855669996,Organic,VarA_ShortForm,Mobile,13.3,1,86,0.0
LD-37092,2026-06-19 00:25:51.006848169,Paid Search,VarB_Interactive,Mobile,52.8,0,0,2.77
LD-37093,2026-06-19 00:26:28.836152063,Email Direct,VarB_Interactive,Desktop,7.5,0,0,0.0
LD-37094,2026-06-19 00:28:07.564493338,Paid Search,Control,Mobile,11.5,0,0,2.78
LD-37095,2026-06-19 00:28:25.652630570,Paid Social,VarB_Interactive,Mobile,20.5,0,0,1.75
LD-37096,2026-06-19 00:29:32.355849387,Paid Search,VarB_Interactive,Desktop,26.5,0,0,3.24
LD-37097,2026-06-19 00:29:45.607700039,Email Direct,Control,Desktop,20.8,0,0,0.0
LD-37098,2026-06-19 00:31:57.495375419,Paid Social,VarA_ShortForm,Mobile,13.6,0,0,1.45
LD-37099,2026-06-19 00:34:13.251088292,Paid Social,VarB_Interactive,Mobile,12.5,0,0,2.04
LD-37100,2026-06-19 00:36:11.667843291,Paid Search,Control,Desktop,7.8,0,0,3.29
LD-37101,2026-06-19 00:36:23.448066858,Paid Search,Control,Mobile,5.9,0,0,3.42
LD-37102,2026-06-19 00:37:35.823005922,Paid Search,Control,Mobile,42.7,0,0,4.2
LD-37103,2026-06-19 00:37:47.720310917,Paid Social,VarA_ShortForm,Mobile,23.5,1,72,1.44
LD-37104,2026-06-19 00:39:23.918668351,Paid Search,Control,Mobile,4.3,0,0,4.4
LD-37105,2026-06-19 00:40:50.695921767,Paid Search,VarA_ShortForm,Desktop,22.8,0,0,2.95
LD-37106,2026-06-19 00:41:21.049433512,Paid Social,VarA_ShortForm,Mobile,4.1,0,0,1.81
LD-37107,2026-06-19 00:44:19.074450684,Paid Search,Control,Desktop,22.0,0,0,3.3
LD-37108,2026-06-19 00:45:24.285905285,Paid Social,VarB_Interactive,Mobile,4.1,0,0,1.91
LD-37109,2026-06-19 00:46:24.240346203,Paid Search,VarB_Interactive,Mobile,6.1,0,0,3.46
LD-37110,2026-06-19 00:46:31.063024569,Organic,VarA_ShortForm,Mobile,45.4,0,0,0.0
LD-37111,2026-06-19 00:46:46.268699215,Email Direct,VarB_Interactive,Desktop,14.3,0,0,0.0
LD-37112,2026-06-19 00:47:23.583077544,Paid Social,VarA_ShortForm,Mobile,4.4,0,0,1.51
LD-37113,2026-06-19 00:47:37.028239617,Organic,VarB_Interactive,Mobile,4.4,0,0,0.0
LD-37114,2026-06-19 00:48:10.110438397,Organic,VarA_ShortForm,Desktop,4.4,0,0,0.0
LD-37115,2026-06-19 00:48:29.240128893,Paid Search,VarA_ShortForm,Desktop,9.2,0,0,4.43
LD-37116,2026-06-19 00:48:47.430539256,Paid Search,Control,Desktop,5.9,0,0,2.44
LD-37117,2026-06-19 00:50:35.046948891,Paid Search,Control,Mobile,4.8,0,0,4.29
LD-37118,2026-06-19 00:52:11.046847531,Paid Search,Control,Mobile,5.7,0,0,2.74
LD-37119,2026-06-19 00:55:55.110459546,Email Direct,VarA_ShortForm,Desktop,8.0,0,0,0.0
LD-37120,2026-06-19 00:56:31.279007713,Paid Social,VarB_Interactive,Mobile,6.5,0,0,1.48
LD-37121,2026-06-19 00:58:05.384399154,Organic,VarB_Interactive,Mobile,14.4,0,0,0.0
LD-37122,2026-06-19 00:59:03.722299304,Paid Social,VarA_ShortForm,Desktop,7.3,0,0,2.66
LD-37123,2026-06-19 00:59:04.889158252,Email Direct,Control,Mobile,30.4,0,0,0.0
LD-37124,2026-06-19 00:59:27.140060671,Paid Search,Control,Mobile,14.9,0,0,3.17
LD-37125,2026-06-19 01:03:33.093484089,Paid Social,Control,Mobile,13.4,0,0,1.55
LD-37126,2026-06-19 01:04:29.734111047,Paid Social,Control,Mobile,10.2,0,0,1.78
LD-37127,2026-06-19 01:04:31.213022074,Email Direct,VarA_ShortForm,Desktop,23.8,0,0,0.0
LD-37128,2026-06-19 01:06:53.728536198,Email Direct,Control,Mobile,7.4,0,0,0.0
LD-37129,2026-06-19 01:07:07.059875998,Paid Search,Control,Mobile,3.5,0,0,3.37
LD-37130,2026-06-19 01:07:07.655145144,Paid Search,Control,Mobile,9.4,0,0,2.92
LD-37131,2026-06-19 01:07:15.128256424,Paid Search,VarA_ShortForm,Mobile,11.4,0,0,3.74
LD-37132,2026-06-19 01:07:28.882386365,Email Direct,VarA_ShortForm,Desktop,4.5,0,0,0.0
LD-37133,2026-06-19 01:09:37.837819290,Paid Search,VarB_Interactive,Desktop,13.0,0,0,3.52
LD-37134,2026-06-19 01:10:39.827254088,Paid Search,Control,Desktop,22.9,0,0,3.79
LD-37135,2026-06-19 01:11:07.873609661,Email Direct,VarB_Interactive,Desktop,5.0,0,0,0.0
LD-37136,2026-06-19 01:12:05.496799821,Paid Search,VarA_ShortForm,Desktop,5.6,0,0,3.94
LD-37137,2026-06-19 01:12:08.696411235,Paid Search,VarA_ShortForm,Mobile,19.1,0,0,3.03
LD-37138,2026-06-19 01:12:51.689544245,Paid Social,VarB_Interactive,Mobile,3.5,0,0,1.32
LD-37139,2026-06-19 01:13:08.282912005,Organic,VarA_ShortForm,Mobile,19.4,0,0,0.0
LD-37140,2026-06-19 01:13:37.505827237,Paid Search,Control,Desktop,10.2,0,0,3.53
LD-37141,2026-06-19 01:14:07.173555828,Email Direct,Control,Desktop,20.9,0,0,0.0
LD-37142,2026-06-19 01:15:05.025004628,Paid Search,VarB_Interactive,Desktop,39.8,1,82,3.61
LD-37143,2026-06-19 01:16:13.433950336,Paid Search,VarB_Interactive,Mobile,23.3,0,0,4.1
LD-37144,2026-06-19 01:16:27.037443734,Paid Social,VarA_ShortForm,Mobile,3.8,0,0,2.79
LD-37145,2026-06-19 01:17:12.330143244,Email Direct,VarA_ShortForm,Desktop,3.6,0,0,0.0
LD-37146,2026-06-19 01:17:56.326646105,Organic,VarB_Interactive,Mobile,17.0,0,0,0.0
LD-37147,2026-06-19 01:18:03.054386599,Paid Search,Control,Mobile,49.1,0,0,2.75
LD-37148,2026-06-19 01:18:11.024557293,Email Direct,Control,Mobile,7.9,0,0,0.0
LD-37149,2026-06-19 01:19:49.057082420,Paid Search,VarB_Interactive,Desktop,7.1,0,0,3.8
LD-37150,2026-06-19 01:21:17.080337347,Organic,Control,Desktop,9.3,0,0,0.0
LD-37151,2026-06-19 01:23:05.533191221,Paid Search,VarB_Interactive,Mobile,16.9,0,0,3.21
LD-37152,2026-06-19 01:23:09.477157270,Paid Social,Control,Mobile,7.8,0,0,1.69
LD-37153,2026-06-19 01:24:04.453388602,Paid Search,VarB_Interactive,Desktop,7.5,0,0,2.48
LD-37154,2026-06-19 01:25:59.938294345,Organic,VarA_ShortForm,Mobile,16.8,0,0,0.0
LD-37155,2026-06-19 01:27:45.897198271,Paid Search,VarA_ShortForm,Desktop,9.9,0,0,2.53
LD-37156,2026-06-19 01:28:32.416879917,Paid Search,Control,Desktop,9.9,0,0,2.61
LD-37157,2026-06-19 01:30:22.392838254,Paid Social,VarB_Interactive,Mobile,4.3,0,0,2.08
LD-37158,2026-06-19 01:30:41.866554180,Organic,VarB_Interactive,Mobile,5.4,0,0,0.0
LD-37159,2026-06-19 01:30:47.943690090,Organic,VarB_Interactive,Mobile,15.6,0,0,0.0
LD-37160,2026-06-19 01:33:03.961479769,Paid Search,VarB_Interactive,Mobile,49.4,0,0,2.47
LD-37161,2026-06-19 01:34:57.422576045,Paid Search,Control,Desktop,19.9,0,0,3.16
LD-37162,2026-06-19 01:35:02.719678574,Organic,VarB_Interactive,Mobile,48.0,1,75,0.0
LD-37163,2026-06-19 01:42:15.365990740,Paid Search,Control,Desktop,30.6,0,0,4.35
LD-37164,2026-06-19 01:42:46.844008300,Email Direct,VarB_Interactive,Desktop,13.3,0,0,0.0
LD-37165,2026-06-19 01:44:51.799945255,Paid Social,VarB_Interactive,Mobile,20.8,0,0,1.2
LD-37166,2026-06-19 01:45:12.182490421,Paid Social,Control,Mobile,29.1,0,0,2.62
LD-37167,2026-06-19 01:45:48.953577395,Paid Social,Control,Mobile,4.1,0,0,1.77
LD-37168,2026-06-19 01:45:58.858120038,Paid Social,VarB_Interactive,Desktop,5.8,0,0,2.76
LD-37169,2026-06-19 01:46:23.600853685,Paid Social,VarB_Interactive,Desktop,5.5,0,0,2.09
LD-37170,2026-06-19 01:46:40.089825234,Paid Social,VarB_Interactive,Mobile,38.0,0,0,1.51
LD-37171,2026-06-19 01:46:41.130487623,Paid Social,VarB_Interactive,Mobile,16.2,0,0,2.56
LD-37172,2026-06-19 01:48:59.555573427,Paid Social,VarB_Interactive,Mobile,12.9,0,0,2.59
LD-37173,2026-06-19 01:53:01.389814718,Email Direct,VarA_ShortForm,Mobile,39.1,0,0,0.0
LD-37174,2026-06-19 01:53:43.181719388,Email Direct,VarA_ShortForm,Desktop,12.8,0,0,0.0
LD-37175,2026-06-19 01:53:44.531972365,Email Direct,VarB_Interactive,Mobile,8.9,0,0,0.0
LD-37176,2026-06-19 01:56:41.186759762,Organic,VarB_Interactive,Mobile,14.9,0,0,0.0
LD-37177,2026-06-19 01:57:45.594595231,Paid Search,VarA_ShortForm,Desktop,7.9,0,0,3.11
LD-37178,2026-06-19 01:57:45.650625253,Email Direct,VarA_ShortForm,Desktop,5.8,0,0,0.0
LD-37179,2026-06-19 01:57:55.642915704,Organic,VarB_Interactive,Mobile,4.7,0,0,0.0
LD-37180,2026-06-19 02:01:17.123635440,Paid Search,Control,Desktop,9.5,0,0,3.81
LD-37181,2026-06-19 02:01:34.189608689,Email Direct,Control,Mobile,17.4,0,0,0.0
LD-37182,2026-06-19 02:01:38.610637296,Paid Search,Control,Desktop,16.3,0,0,3.91
LD-37183,2026-06-19 02:02:53.583670221,Paid Search,Control,Mobile,14.4,0,0,3.09
LD-37184,2026-06-19 02:03:48.607781798,Paid Social,VarA_ShortForm,Mobile,4.8,0,0,2.72
LD-37185,2026-06-19 02:03:56.282284934,Email Direct,Control,Mobile,3.9,0,0,0.0
LD-37186,2026-06-19 02:04:44.112300111,Paid Search,VarA_ShortForm,Mobile,16.1,0,0,2.6
LD-37187,2026-06-19 02:05:07.311845087,Paid Search,VarA_ShortForm,Desktop,7.0,0,0,3.23
LD-37188,2026-06-19 02:05:39.639212785,Paid Search,VarA_ShortForm,Mobile,6.1,0,0,3.57
LD-37189,2026-06-19 02:06:50.287155794,Paid Search,VarA_ShortForm,Desktop,29.9,1,94,3.82
LD-37190,2026-06-19 02:07:07.935834764,Paid Social,VarA_ShortForm,Mobile,3.0,0,0,2.12
LD-37191,2026-06-19 02:10:11.933841012,Paid Search,Control,Mobile,16.1,0,0,4.2
LD-37192,2026-06-19 02:10:23.262643054,Organic,VarA_ShortForm,Mobile,6.4,0,0,0.0
LD-37193,2026-06-19 02:10:30.038760220,Paid Search,VarA_ShortForm,Desktop,26.4,0,0,2.5
LD-37194,2026-06-19 02:11:31.523624428,Paid Social,VarB_Interactive,Mobile,6.0,0,0,1.42
LD-37195,2026-06-19 02:11:56.662480992,Paid Social,VarB_Interactive,Mobile,11.6,0,0,1.88
LD-37196,2026-06-19 02:12:32.937055269,Organic,VarB_Interactive,Desktop,16.8,0,0,0.0
LD-37197,2026-06-19 02:16:05.111358678,Paid Social,VarB_Interactive,Mobile,13.9,0,0,1.81
LD-37198,2026-06-19 02:16:10.267736878,Paid Social,VarB_Interactive,Mobile,9.9,0,0,1.98
LD-37199,2026-06-19 02:16:33.727074784,Email Direct,Control,Mobile,16.5,0,0,0.0
LD-37200,2026-06-19 02:17:41.969148164,Paid Search,VarA_ShortForm,Desktop,13.0,0,0,3.01
LD-37201,2026-06-19 02:18:48.256961915,Paid Search,Control,Mobile,10.5,0,0,4.25
LD-37202,2026-06-19 02:19:11.775625442,Paid Social,Control,Mobile,6.9,0,0,2.41
LD-37203,2026-06-19 02:20:01.505055351,Paid Social,VarA_ShortForm,Mobile,24.9,1,75,1.52
LD-37204,2026-06-19 02:20:12.135597005,Paid Search,Control,Mobile,17.4,0,0,2.91
LD-37205,2026-06-19 02:21:47.772015925,Paid Social,VarA_ShortForm,Mobile,15.2,0,0,2.33
LD-37206,2026-06-19 02:22:11.595506349,Paid Social,VarA_ShortForm,Desktop,20.3,1,68,2.34
LD-37207,2026-06-19 02:22:15.528416459,Organic,Control,Mobile,11.9,0,0,0.0
LD-37208,2026-06-19 02:22:54.020784140,Paid Social,VarA_ShortForm,Mobile,14.6,0,0,1.78
LD-37209,2026-06-19 02:23:39.866150799,Paid Social,VarA_ShortForm,Mobile,6.9,0,0,2.15
LD-37210,2026-06-19 02:24:18.911669771,Paid Search,VarA_ShortForm,Mobile,21.7,0,0,2.41
LD-37211,2026-06-19 02:27:38.363400158,Paid Search,VarB_Interactive,Mobile,49.8,0,0,3.27
LD-37212,2026-06-19 02:28:10.193218436,Paid Search,VarA_ShortForm,Desktop,15.2,0,0,3.96
LD-37213,2026-06-19 02:28:58.754044531,Paid Social,VarB_Interactive,Desktop,6.8,0,0,2.39
LD-37214,2026-06-19 02:30:40.031818010,Email Direct,VarB_Interactive,Desktop,5.6,0,0,0.0
LD-37215,2026-06-19 02:30:54.104944437,Email Direct,VarB_Interactive,Desktop,8.2,0,0,0.0
LD-37216,2026-06-19 02:31:14.062389729,Email Direct,VarA_ShortForm,Mobile,8.1,0,0,0.0
LD-37217,2026-06-19 02:31:26.264941414,Paid Search,Control,Desktop,10.4,0,0,3.75
LD-37218,2026-06-19 02:31:39.323376227,Paid Search,VarB_Interactive,Desktop,11.2,0,0,2.79
LD-37219,2026-06-19 02:31:42.561790224,Paid Search,Control,Desktop,15.7,0,0,3.03
LD-37220,2026-06-19 02:32:26.666450905,Organic,Control,Desktop,7.6,0,0,0.0
LD-37221,2026-06-19 02:34:16.945108909,Paid Social,VarA_ShortForm,Mobile,15.5,0,0,1.66
LD-37222,2026-06-19 02:35:36.177213447,Paid Search,VarB_Interactive,Mobile,15.5,0,0,4.5
LD-37223,2026-06-19 02:36:05.154699623,Paid Search,Control,Desktop,9.0,0,0,2.93
LD-37224,2026-06-19 02:37:07.623849900,Paid Search,Control,Desktop,4.5,0,0,3.62
LD-37225,2026-06-19 02:37:26.607519520,Organic,VarA_ShortForm,Desktop,7.5,0,0,0.0
LD-37226,2026-06-19 02:40:13.391766882,Paid Search,Control,Mobile,6.9,0,0,3.71
LD-37227,2026-06-19 02:42:13.332827092,Paid Social,VarB_Interactive,Mobile,3.3,0,0,1.85
LD-37228,2026-06-19 02:43:50.826885618,Paid Search,VarA_ShortForm,Desktop,3.1,0,0,4.08
LD-37229,2026-06-19 02:43:57.814044813,Paid Social,Control,Mobile,3.2,0,0,2.71
LD-37230,2026-06-19 02:44:11.590687593,Organic,VarA_ShortForm,Desktop,3.3,0,0,0.0
LD-37231,2026-06-19 02:44:17.580363009,Paid Search,Control,Desktop,17.7,0,0,2.57
LD-37232,2026-06-19 02:44:54.231565760,Paid Search,VarA_ShortForm,Desktop,14.7,0,0,4.25
LD-37233,2026-06-19 02:45:10.180815451,Paid Search,Control,Mobile,36.2,0,0,3.18
LD-37234,2026-06-19 02:46:41.393838972,Paid Search,VarB_Interactive,Desktop,5.4,0,0,2.5
LD-37235,2026-06-19 02:47:08.455324015,Email Direct,VarB_Interactive,Desktop,6.1,0,0,0.0
LD-37236,2026-06-19 02:48:16.617975249,Paid Search,Control,Mobile,9.2,0,0,3.12
LD-37237,2026-06-19 02:48:38.833309010,Paid Social,Control,Desktop,11.0,0,0,2.54
LD-37238,2026-06-19 02:48:39.674892756,Paid Social,Control,Mobile,14.9,0,0,2.46
LD-37239,2026-06-19 02:49:42.113126723,Paid Search,Control,Desktop,11.4,0,0,3.13
LD-37240,2026-06-19 02:50:27.073296054,Paid Social,Control,Mobile,9.6,0,0,1.69
LD-37241,2026-06-19 02:52:16.257933215,Paid Social,Control,Mobile,15.6,0,0,1.53
LD-37242,2026-06-19 02:52:45.223956184,Paid Search,VarB_Interactive,Mobile,10.0,0,0,3.84
LD-37243,2026-06-19 02:53:00.954140784,Paid Search,Control,Desktop,16.5,0,0,4.09
LD-37244,2026-06-19 02:55:54.884752772,Paid Social,Control,Desktop,28.0,0,0,1.56
LD-37245,2026-06-19 02:58:20.347796440,Paid Search,Control,Desktop,6.3,0,0,4.08
LD-37246,2026-06-19 02:59:25.795964618,Paid Social,VarA_ShortForm,Mobile,4.6,0,0,2.0
LD-37247,2026-06-19 03:00:18.847743358,Paid Social,Control,Mobile,18.7,0,0,1.31
LD-37248,2026-06-19 03:01:05.536327577,Paid Search,VarB_Interactive,Desktop,5.6,0,0,2.69
LD-37249,2026-06-19 03:01:48.628457153,Paid Social,VarB_Interactive,Mobile,4.7,0,0,2.01
LD-37250,2026-06-19 03:02:17.929200671,Email Direct,VarA_ShortForm,Mobile,19.6,0,0,0.0
LD-37251,2026-06-19 03:02:42.594819555,Paid Search,VarA_ShortForm,Mobile,7.0,0,0,3.17
LD-37252,2026-06-19 03:03:08.810780912,Paid Search,VarB_Interactive,Desktop,13.5,0,0,3.48
LD-37253,2026-06-19 03:04:00.665438110,Paid Search,VarB_Interactive,Desktop,28.2,0,0,4.5
LD-37254,2026-06-19 03:05:57.056177273,Paid Social,VarA_ShortForm,Mobile,6.4,0,0,1.73
LD-37255,2026-06-19 03:06:19.249966909,Paid Social,Control,Mobile,3.8,0,0,1.69
LD-37256,2026-06-19 03:07:56.849300023,Paid Search,VarA_ShortForm,Desktop,24.8,0,0,3.48
LD-37257,2026-06-19 03:08:19.356700686,Paid Search,VarA_ShortForm,Mobile,3.0,0,0,3.5
LD-37258,2026-06-19 03:08:24.943099442,Email Direct,VarA_ShortForm,Desktop,3.5,0,0,0.0
LD-37259,2026-06-19 03:09:14.823862638,Paid Social,Control,Mobile,5.1,0,0,2.54
LD-37260,2026-06-19 03:09:40.207650681,Paid Social,VarB_Interactive,Mobile,11.4,0,0,2.07
LD-37261,2026-06-19 03:11:50.855158189,Paid Social,VarB_Interactive,Desktop,12.3,0,0,1.92
LD-37262,2026-06-19 03:13:55.442013927,Paid Search,VarA_ShortForm,Desktop,43.4,0,0,3.25
LD-37263,2026-06-19 03:14:20.351845954,Paid Search,Control,Desktop,6.5,0,0,3.54
LD-37264,2026-06-19 03:15:53.750811014,Paid Search,VarA_ShortForm,Mobile,14.6,0,0,2.78
LD-37265,2026-06-19 03:16:10.859377537,Email Direct,VarA_ShortForm,Desktop,5.6,0,0,0.0
LD-37266,2026-06-19 03:16:56.299937176,Paid Social,VarB_Interactive,Mobile,12.6,0,0,2.8
LD-37267,2026-06-19 03:17:06.426654183,Email Direct,Control,Desktop,20.9,0,0,0.0
LD-37268,2026-06-19 03:17:17.836841683,Paid Social,VarB_Interactive,Mobile,21.4,0,0,2.22
LD-37269,2026-06-19 03:19:16.153405534,Paid Social,VarA_ShortForm,Mobile,16.6,0,0,2.38
LD-37270,2026-06-19 03:19:47.409548241,Paid Search,VarA_ShortForm,Desktop,11.0,0,0,3.08
LD-37271,2026-06-19 03:21:55.931189508,Paid Search,VarB_Interactive,Desktop,3.4,0,0,4.29
LD-37272,2026-06-19 03:23:27.785756120,Organic,VarB_Interactive,Desktop,18.7,0,0,0.0
LD-37273,2026-06-19 03:23:42.856335096,Paid Social,VarB_Interactive,Mobile,7.8,0,0,1.44
LD-37274,2026-06-19 03:24:37.033522751,Paid Social,VarA_ShortForm,Mobile,12.7,0,0,1.79
LD-37275,2026-06-19 03:25:06.716057683,Paid Search,VarA_ShortForm,Mobile,7.5,0,0,3.77
LD-37276,2026-06-19 03:30:45.022105141,Paid Social,VarB_Interactive,Mobile,3.8,0,0,2.43
LD-37277,2026-06-19 03:33:26.587808581,Paid Social,VarB_Interactive,Mobile,7.8,0,0,1.3
LD-37278,2026-06-19 03:33:50.434078849,Paid Social,VarB_Interactive,Mobile,6.7,0,0,1.28
LD-37279,2026-06-19 03:35:48.139363214,Paid Search,VarA_ShortForm,Mobile,16.6,0,0,3.39
LD-37280,2026-06-19 03:36:04.446797163,Paid Search,VarA_ShortForm,Mobile,12.5,0,0,2.7
LD-37281,2026-06-19 03:36:07.934988181,Paid Search,VarB_Interactive,Mobile,7.7,0,0,4.19
LD-37282,2026-06-19 03:36:14.825678941,Email Direct,VarA_ShortForm,Mobile,13.4,0,0,0.0
LD-37283,2026-06-19 03:37:03.755950024,Organic,VarB_Interactive,Mobile,10.4,0,0,0.0
LD-37284,2026-06-19 03:37:33.624738274,Paid Social,VarA_ShortForm,Mobile,3.1,0,0,2.73
LD-37285,2026-06-19 03:39:04.688910631,Paid Social,VarA_ShortForm,Mobile,4.1,0,0,2.0
LD-37286,2026-06-19 03:39:05.289588547,Paid Search,Control,Desktop,51.9,1,78,3.98
LD-37287,2026-06-19 03:39:36.328291867,Paid Search,VarB_Interactive,Desktop,8.2,0,0,2.96
LD-37288,2026-06-19 03:39:52.032057075,Paid Search,Control,Desktop,4.2,0,0,3.48
LD-37289,2026-06-19 03:40:23.404838694,Email Direct,Control,Desktop,4.9,0,0,0.0
LD-37290,2026-06-19 03:42:15.283874201,Paid Search,VarB_Interactive,Desktop,6.7,0,0,3.11
LD-37291,2026-06-19 03:43:55.431811849,Email Direct,VarA_ShortForm,Desktop,3.6,0,0,0.0
LD-37292,2026-06-19 03:50:28.502640752,Paid Social,VarA_ShortForm,Mobile,8.0,0,0,2.29
LD-37293,2026-06-19 03:51:12.349162301,Email Direct,VarB_Interactive,Desktop,12.6,0,0,0.0
LD-37294,2026-06-19 03:51:20.293438310,Organic,Control,Desktop,12.5,0,0,0.0
LD-37295,2026-06-19 03:53:17.146681358,Organic,Control,Mobile,14.4,0,0,0.0
LD-37296,2026-06-19 03:53:17.764103068,Paid Social,VarA_ShortForm,Mobile,33.5,0,0,2.5
LD-37297,2026-06-19 03:54:21.718921107,Email Direct,VarB_Interactive,Mobile,18.4,0,0,0.0
LD-37298,2026-06-19 03:54:31.084688043,Paid Social,Control,Mobile,6.2,0,0,1.64
LD-37299,2026-06-19 03:55:33.569829482,Paid Search,Control,Desktop,13.6,0,0,2.58
LD-37300,2026-06-19 03:58:51.880518177,Paid Search,VarB_Interactive,Desktop,3.4,0,0,3.45
LD-37301,2026-06-19 04:00:24.754633405,Organic,VarB_Interactive,Desktop,3.6,0,0,0.0
LD-37302,2026-06-19 04:00:38.149933067,Email Direct,VarB_Interactive,Desktop,7.5,0,0,0.0
LD-37303,2026-06-19 04:00:59.930863733,Paid Search,VarA_ShortForm,Mobile,3.2,0,0,3.29
LD-37304,2026-06-19 04:03:33.409126282,Paid Search,VarB_Interactive,Desktop,3.2,0,0,2.58
LD-37305,2026-06-19 04:05:17.766127818,Paid Search,VarA_ShortForm,Desktop,11.2,0,0,3.5
LD-37306,2026-06-19 04:06:09.868758661,Paid Search,VarB_Interactive,Desktop,17.4,0,0,2.81
LD-37307,2026-06-19 04:06:12.431271997,Organic,Control,Desktop,12.7,0,0,0.0
LD-37308,2026-06-19 04:08:47.200164126,Paid Social,VarA_ShortForm,Desktop,10.9,0,0,2.51
LD-37309,2026-06-19 04:08:48.596418455,Paid Search,VarB_Interactive,Mobile,29.3,0,0,3.4
LD-37310,2026-06-19 04:09:20.600525193,Paid Search,VarA_ShortForm,Desktop,26.4,0,0,3.62
LD-37311,2026-06-19 04:09:28.331773051,Organic,VarB_Interactive,Mobile,5.9,0,0,0.0
LD-37312,2026-06-19 04:09:39.814581373,Organic,Control,Mobile,11.5,0,0,0.0
LD-37313,2026-06-19 04:12:29.620242123,Paid Search,VarA_ShortForm,Desktop,19.2,0,0,2.93
LD-37314,2026-06-19 04:12:50.894051058,Paid Social,Control,Mobile,12.4,0,0,2.01
LD-37315,2026-06-19 04:13:26.868750814,Organic,VarB_Interactive,Desktop,9.8,0,0,0.0
LD-37316,2026-06-19 04:13:47.475297699,Paid Social,VarA_ShortForm,Mobile,3.1,0,0,2.84
LD-37317,2026-06-19 04:14:44.544945220,Paid Social,Control,Mobile,54.7,0,0,2.54
LD-37318,2026-06-19 04:15:15.980808864,Paid Social,VarB_Interactive,Desktop,5.7,0,0,1.89
LD-37319,2026-06-19 04:17:02.848435987,Paid Search,Control,Mobile,5.3,0,0,2.61
LD-37320,2026-06-19 04:17:30.413016139,Paid Search,VarB_Interactive,Mobile,6.4,0,0,2.9
LD-37321,2026-06-19 04:18:36.412527028,Paid Social,Control,Mobile,4.7,0,0,1.74
LD-37322,2026-06-19 04:19:04.139166498,Organic,VarB_Interactive,Desktop,15.0,0,0,0.0
LD-37323,2026-06-19 04:19:47.852378322,Paid Social,Control,Desktop,8.8,0,0,1.88
LD-37324,2026-06-19 04:19:50.886426716,Paid Search,VarA_ShortForm,Desktop,15.6,1,83,4.07
LD-37325,2026-06-19 04:20:38.708932821,Paid Social,VarA_ShortForm,Desktop,8.5,0,0,1.31
LD-37326,2026-06-19 04:21:16.284518251,Paid Social,VarB_Interactive,Mobile,13.7,0,0,2.36
LD-37327,2026-06-19 04:22:41.375285592,Paid Search,Control,Desktop,6.1,0,0,4.03
LD-37328,2026-06-19 04:23:03.570722543,Paid Search,VarA_ShortForm,Mobile,8.3,0,0,4.46
LD-37329,2026-06-19 04:23:56.082818906,Paid Social,VarB_Interactive,Desktop,29.2,0,0,2.74
LD-37330,2026-06-19 04:24:34.415984678,Paid Search,Control,Mobile,12.1,0,0,2.59
LD-37331,2026-06-19 04:26:26.681860567,Paid Search,VarA_ShortForm,Mobile,23.9,0,0,3.3
LD-37332,2026-06-19 04:26:28.561863279,Paid Search,VarA_ShortForm,Mobile,3.6,0,0,3.68
LD-37333,2026-06-19 04:26:44.652496681,Paid Social,VarA_ShortForm,Mobile,11.9,0,0,2.15
LD-37334,2026-06-19 04:26:51.576586341,Paid Social,VarB_Interactive,Mobile,31.8,0,0,2.19
LD-37335,2026-06-19 04:27:33.649003371,Paid Social,VarB_Interactive,Mobile,29.9,0,0,2.06
LD-37336,2026-06-19 04:28:33.536636225,Paid Search,VarB_Interactive,Desktop,18.0,0,0,2.63
LD-37337,2026-06-19 04:29:54.971381450,Paid Search,VarB_Interactive,Mobile,17.5,0,0,3.23
LD-37338,2026-06-19 04:30:07.614650533,Paid Search,VarB_Interactive,Desktop,8.5,0,0,3.16
LD-37339,2026-06-19 04:30:41.636675907,Paid Search,VarB_Interactive,Desktop,17.0,0,0,4.29
LD-37340,2026-06-19 04:32:53.527594787,Paid Search,VarB_Interactive,Desktop,20.8,0,0,3.96
LD-37341,2026-06-19 04:34:07.031816113,Paid Search,Control,Desktop,6.1,0,0,3.84
LD-37342,2026-06-19 04:35:35.608463895,Email Direct,VarB_Interactive,Mobile,11.5,0,0,0.0
LD-37343,2026-06-19 04:36:54.141319930,Paid Social,VarA_ShortForm,Desktop,3.0,0,0,1.39
LD-37344,2026-06-19 04:37:07.503689770,Paid Search,VarA_ShortForm,Mobile,3.1,0,0,4.29
LD-37345,2026-06-19 04:37:37.464166406,Paid Search,Control,Mobile,9.3,0,0,3.01
LD-37346,2026-06-19 04:37:44.122637657,Paid Search,VarA_ShortForm,Mobile,11.1,0,0,3.48
LD-37347,2026-06-19 04:38:58.554208870,Paid Search,VarA_ShortForm,Desktop,21.7,0,0,4.34
LD-37348,2026-06-19 04:39:28.705783294,Paid Search,Control,Mobile,28.3,0,0,4.02
LD-37349,2026-06-19 04:39:50.580413852,Paid Search,VarB_Interactive,Mobile,8.7,0,0,3.97
LD-37350,2026-06-19 04:40:50.236922261,Paid Social,VarA_ShortForm,Mobile,16.1,0,0,1.53
LD-37351,2026-06-19 04:41:19.688037783,Organic,VarB_Interactive,Mobile,13.6,0,0,0.0
LD-37352,2026-06-19 04:44:51.210660689,Paid Social,VarA_ShortForm,Desktop,16.5,0,0,2.59
